,book_id,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,authors
36,37,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",4.166666666666667,1,0,2,2,7,12,C.S. Lewis
37,38,The Time Traveler's Wife,4.12,1,0,5,8,11,25,Audrey Niffenegger
38,39,"A Game of Thrones (A Song of Ice and Fire, #1)",4.25,0,0,1,1,2,4,George R.R. Martin
39,40,"Eat, Pray, Love",3.3333333333333335,1,0,3,0,2,6,Elizabeth Gilbert
40,41,"The Lightning Thief (Percy Jackson and the Olympians, #1)",,0,0,0,0,0,0,Rick Riordan
41,42,"Little Women (Little Women, #1)",3.652173913043478,1,3,8,2,9,23,Louisa May Alcott
42,43,Jane Eyre,3.875,0,2,11,8,11,32,"Charlotte Brontë, Michael Mason"
43,44,"The Notebook (The Notebook, #1)",2.3333333333333335,1,3,1,1,0,6,Nicholas Sparks
44,45,Life of Pi,3.9555555555555557,1,0,10,23,11,45,Yann Martel
45,46,Water for Elephants,3.3333333333333335,0,0,2,1,0,3,Sara Gruen
46,47,The Book Thief,3.5,0,0,2,2,0,4,Markus Zusak
47,48,Fahrenheit 451,3.9166666666666665,0,1,5,13,5,24,Ray Bradbury
48,49,"New Moon (Twilight, #2)",,0,0,0,0,0,0,Stephenie Meyer
49,50,Where the Sidewalk Ends,3.7857142857142856,0,1,5,4,4,14,Shel Silverstein
50,51,"City of Bones (The Mortal Instruments, #1)",,0,0,0,0,0,0,Cassandra Clare
51,52,"Eclipse (Twilight, #3)",,0,0,0,0,0,0,Stephenie Meyer
52,53,"Eragon (The Inheritance Cycle, #1)",4.0,0,0,0,2,0,2,Christopher Paolini
53,54,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4.1875,0,0,3,7,6,16,Douglas Adams
54,55,Brave New World,3.869565217391304,1,5,6,21,13,46,Aldous Huxley
55,56,"Breaking Dawn (Twilight, #4)",,0,0,0,0,0,0,Stephenie Meyer
56,57,The Secret Life of Bees,3.7083333333333335,0,1,9,10,4,24,Sue Monk Kidd
57,58,The Adventures of Huckleberry Finn,3.7674418604651163,0,2,14,19,8,43,"Mark Twain, John Seelye, Guy Cardwell"
58,59,Charlotte's Web,4.214285714285714,0,0,0,11,3,14,"E.B. White, Garth Williams, Rosemary Wells"
59,60,The Curious Incident of the Dog in the Night-Time,3.6315789473684212,0,6,11,12,9,38,Mark Haddon
60,61,The Girl on the Train,,0,0,0,0,0,0,Paula Hawkins
61,62,"The Golden Compass (His Dark Materials, #1)",4.4,0,1,0,0,4,5,Philip Pullman
62,63,Wuthering Heights,3.2666666666666666,1,1,7,5,1,15,"Emily Brontë, Richard J. Dunn"
63,64,My Sister's Keeper,4.0,0,0,4,1,4,9,Jodi Picoult
64,65,Slaughterhouse-Five,4.184210526315789,0,2,7,11,18,38,Kurt Vonnegut Jr.
65,66,Gone with the Wind,4.035714285714286,0,3,5,8,12,28,Margaret Mitchell
66,67,A Thousand Splendid Suns,,0,0,0,0,0,0,Khaled Hosseini
67,68,The Perks of Being a Wallflower,3.6666666666666665,1,0,1,2,2,6,Stephen Chbosky
68,69,"Insurgent (Divergent, #2)",,0,0,0,0,0,0,Veronica Roth
69,70,"Ender's Game (Ender's Saga, #1)",4.611111111111111,0,0,1,5,12,18,Orson Scott Card
70,71,Frankenstein,3.6153846153846154,0,1,5,5,2,13,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle"
71,72,The Shining (The Shining #1),4.5,0,0,0,4,4,8,Stephen King
72,73,"The Host (The Host, #1)",,0,0,0,0,0,0,Stephenie Meyer
73,74,Looking for Alaska,,0,0,0,0,0,0,John Green
74,75,"Bridget Jones's Diary (Bridget Jones, #1)",3.2941176470588234,0,3,8,4,2,17,Helen Fielding
75,76,Sense and Sensibility,4.0,0,1,5,6,7,19,"Jane Austen, Tony Tanner, Ros Ballaster"
76,77,"Holes (Holes, #1)",3.3333333333333335,0,1,1,0,1,3,"Louis Sachar, Louis Sachar"
77,78,"The Devil Wears Prada (The Devil Wears Prada, #1)",2.6153846153846154,2,4,4,3,0,13,Lauren Weisberger
78,79,The Odyssey,3.625,1,1,2,0,4,8,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox"
79,80,The Little Prince,4.515151515151516,0,2,0,10,21,33,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta"
80,81,The Glass Castle,4.0,1,0,0,3,3,7,Jeannette Walls
81,82,Into the Wild,3.8,0,0,3,0,2,5,Jon Krakauer
82,83,A Tale of Two Cities,3.7058823529411766,0,1,6,7,3,17,"Charles Dickens, Richard Maxwell, Hablot Knight Browne"
83,84,"Jurassic Park (Jurassic Park, #1)",3.6,1,0,3,4,2,10,Michael Crichton
84,85,The Giving Tree,3.857142857142857,0,1,6,9,5,21,Shel Silverstein
85,86,A Time to Kill,3.6,0,1,1,2,1,5,John Grisham
86,87,Night (The Night Trilogy #1),4.2272727272727275,0,0,5,7,10,22,"Elie Wiesel, Marion Wiesel"
87,88,Paper Towns,,0,0,0,0,0,0,John Green
88,89,The Princess Bride ,4.454545454545454,0,0,1,4,6,11,William Goldman
89,90,The Outsiders,4.125,0,0,1,5,2,8,S.E. Hinton
90,91,"The Maze Runner (Maze Runner, #1)",,0,0,0,0,0,0,James Dashner
91,92,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",3.5714285714285716,1,2,5,10,3,21,"Steven D. Levitt, Stephen J. Dubner"
92,93,The Secret Garden,4.428571428571429,0,0,3,2,9,14,Frances Hodgson Burnett
93,94,One Hundred Years of Solitude,4.056603773584905,2,3,9,15,24,53,"Gabriel García Márquez, Gregory Rabassa"
94,95,The Picture of Dorian Gray,3.75,0,1,4,9,2,16,"Oscar Wilde, Jeffrey Eugenides"
95,96,"Fifty Shades Freed (Fifty Shades, #3)",,0,0,0,0,0,0,E.L. James
96,97,Dracula,3.875,0,0,4,1,3,8,"Bram Stoker, Nina Auerbach, David J. Skal"
97,98,"The Girl Who Played with Fire (Millennium, #2)",,0,0,0,0,0,0,"Stieg Larsson, Reg Keeland"
98,99,"Fifty Shades Darker (Fifty Shades, #2)",,0,0,0,0,0,0,E.L. James
99,100,The Poisonwood Bible,4.1923076923076925,0,2,4,7,13,26,Barbara Kingsolver
100,101,Me Talk Pretty One Day,4.28,1,0,3,26,20,50,David Sedaris
101,102,Where the Wild Things Are,4.375,0,1,2,3,10,16,Maurice Sendak
102,103,The Count of Monte Cristo,3.8666666666666667,0,1,3,8,3,15,"Alexandre Dumas, Robin Buss"
103,104,The Road,3.5,0,1,0,0,1,2,Cormac McCarthy
104,105,"Allegiant (Divergent, #3)",,0,0,0,0,0,0,Veronica Roth
105,106,Bossypants,,0,0,0,0,0,0,Tina Fey
106,107,A Walk to Remember,1.0,1,0,0,0,0,1,Nicholas Sparks
107,108,"Confessions of a Shopaholic (Shopaholic, #1)",3.5,1,1,2,1,3,8,Sophie Kinsella
108,109,Les Misérables,3.8333333333333335,0,1,7,4,6,18,"Victor Hugo, Lee Fahnestock, Norman MacAfee"
109,110,"A Clash of Kings  (A Song of Ice and Fire, #2)",4.0,0,0,1,3,1,5,George R.R. Martin
110,111,The Memory Keeper's Daughter,3.25,0,3,4,4,1,12,Kim Edwards
111,112,"Me Before You (Me Before You, #1)",,0,0,0,0,0,0,Jojo Moyes
112,113,Catch-22,4.346153846153846,1,0,2,9,14,26,Joseph Heller
113,114,Tuesdays with Morrie,3.7058823529411766,0,2,5,6,4,17,"Mitch Albom, Saulius Dagys"
114,115,Middlesex,4.243243243243243,1,0,6,12,18,37,Jeffrey Eugenides
115,116,The Adventures of Tom Sawyer,3.3076923076923075,1,1,5,5,1,13,"Mark Twain, Guy Cardwell, John Seelye"
116,117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",4.363636363636363,0,0,4,6,12,22,Madeleine L'Engle
117,118,The Joy Luck Club,3.6923076923076925,0,2,3,5,3,13,Amy Tan
118,119,The Handmaid's Tale,3.9565217391304346,0,2,3,12,6,23,Margaret Atwood
119,120,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",2.75,0,2,1,1,0,4,Ann Brashares
120,121,Lolita,3.9565217391304346,0,1,7,7,8,23,"Vladimir Nabokov, Craig Raine"
121,122,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",3.53125,0,3,11,16,2,32,"Gregory Maguire, Douglas Smith"
122,123,"The Firm (Penguin Readers, Level 5)",3.0,0,2,2,2,0,6,John Grisham
123,124,Room,,0,0,0,0,0,0,Emma Donoghue
124,125,Hamlet,4.208333333333333,0,1,3,10,10,24,"William Shakespeare, Richard Andrews, Rex Gibson"
125,126,Dune (Dune Chronicles #1),4.333333333333333,0,0,0,4,2,6,Frank Herbert
126,127,The Tipping Point: How Little Things Can Make a Big Difference,3.7058823529411766,0,1,7,5,4,17,Malcolm Gladwell
127,128,Steve Jobs,,0,0,0,0,0,0,Walter Isaacson
128,129,One Flew Over the Cuckoo's Nest,4.384615384615385,0,0,1,6,6,13,Ken Kesey
129,130,The Old Man and the Sea,3.4615384615384617,2,2,8,10,4,26,Ernest Hemingway
130,131,The Grapes of Wrath,3.9166666666666665,0,2,6,8,8,24,John Steinbeck
131,132,The Five People You Meet in Heaven,3.4,1,1,3,3,2,10,Mitch Albom
132,133,"Anne of Green Gables (Anne of Green Gables, #1)",4.2,1,0,1,2,6,10,L.M. Montgomery
133,134,"City of Glass (The Mortal Instruments, #3)",,0,0,0,0,0,0,Cassandra Clare
134,135,"A Storm of Swords (A Song of Ice and Fire, #3)",3.75,0,0,2,1,1,4,George R.R. Martin
135,136,Divine Secrets of the Ya-Ya Sisterhood,2.888888888888889,1,1,5,2,0,9,Rebecca Wells
136,137,"Outlander (Outlander, #1)",3.25,1,0,1,1,1,4,Diana Gabaldon
137,138,The Scarlet Letter,3.35,0,2,11,5,2,20,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym"
138,139,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",,0,0,0,0,0,0,Ransom Riggs
139,140,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",,0,0,0,0,0,0,"Stieg Larsson, Reg Keeland"
140,141,The Martian,,0,0,0,0,0,0,Andy Weir
141,142,"The Pillars of the Earth (The Kingsbridge Series, #1)",5.0,0,0,0,0,1,1,Ken Follett
142,143,All the Light We Cannot See,,0,0,0,0,0,0,Anthony Doerr
143,144,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",,0,0,0,0,0,0,Laura Hillenbrand
144,145,Deception Point,2.5,0,2,2,0,0,4,Dan Brown
145,146,The Goldfinch,,0,0,0,0,0,0,Donna Tartt
146,147,Thirteen Reasons Why,,0,0,0,0,0,0,Jay Asher
147,148,Girl with a Pearl Earring,3.588235294117647,0,0,7,10,0,17,Tracy Chevalier
148,149,"If I Stay (If I Stay, #1)",,0,0,0,0,0,0,Gayle Forman
149,150,The Red Tent,4.304347826086956,0,0,5,6,12,23,Anita Diamant
150,151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",,0,0,0,0,0,0,Rick Riordan
151,152,Dear John,,0,0,0,0,0,0,Nicholas Sparks
152,153,"City of Ashes (The Mortal Instruments, #2)",,0,0,0,0,0,0,Cassandra Clare
153,154,Macbeth,4.0,0,1,3,10,5,19,William Shakespeare
154,155,"The Two Towers (The Lord of the Rings, #2)",4.318181818181818,0,0,1,13,8,22,J.R.R. Tolkien
155,156,"Something Borrowed (Darcy & Rachel, #1)",4.0,0,0,0,2,0,2,Emily Giffin
156,157,Green Eggs and Ham,4.5,0,0,1,1,4,6,"Dr. Seuss, לאה נאור"
157,158,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.235294117647059,1,0,0,9,7,17,"Roald Dahl, Quentin Blake"
158,159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",,0,0,0,0,0,0,Rick Riordan
159,160,Great Expectations,3.4074074074074074,1,3,11,8,4,27,Charles Dickens
160,161,"The Return of the King (The Lord of the Rings, #3)",4.454545454545454,0,0,0,12,10,22,J.R.R. Tolkien
161,162,The Stranger,3.966666666666667,0,0,9,13,8,30,"Albert Camus, Matthew    Ward"
162,163,"The Lost Hero (The Heroes of Olympus, #1)",,0,0,0,0,0,0,Rick Riordan
163,164,Eleanor & Park,,0,0,0,0,0,0,Rainbow Rowell
164,165,"A Feast for Crows (A Song of Ice and Fire, #4)",2.3333333333333335,1,0,2,0,0,3,George R.R. Martin
165,166,"Matched (Matched, #1)",,0,0,0,0,0,0,Ally Condie
166,167,"American Gods (American Gods, #1)",3.4444444444444446,1,0,4,2,2,9,Neil Gaiman
167,168,The Stand,4.076923076923077,0,0,4,4,5,13,"Stephen King, Bernie Wrightson"
168,169,The Last Song,,0,0,0,0,0,0,Nicholas Sparks
169,170,Digital Fortress,2.1666666666666665,1,3,2,0,0,6,Dan Brown
170,171,Emma,4.052631578947368,0,0,5,8,6,19,"Jane Austen, Fiona Stafford"
171,172,Anna Karenina,4.0,0,1,5,6,7,19,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude"
172,173,A Clockwork Orange,4.0,0,1,4,5,6,16,Anthony Burgess
173,174,The Shack,,0,0,0,0,0,0,William Paul Young
174,175,"The Last Olympian (Percy Jackson and the Olympians, #5)",,0,0,0,0,0,0,Rick Riordan
175,176,It,3.6,0,1,4,3,2,10,Stephen King
176,177,Crime and Punishment,3.6875,0,3,4,4,5,16,"Fyodor Dostoyevsky, David McDuff"
177,178,The Bell Jar,4.166666666666667,1,0,1,4,6,12,Sylvia Plath
178,179,"Angela's Ashes (Frank McCourt, #1)",4.083333333333333,0,0,2,7,3,12,Frank McCourt
179,180,Siddhartha,3.8260869565217392,1,0,7,9,6,23,"Hermann Hesse, Hilda Rosner"
180,181,In Cold Blood,4.461538461538462,0,0,0,7,6,13,Truman Capote
181,182,"Beautiful Creatures (Caster Chronicles, #1)",,0,0,0,0,0,0,"Kami Garcia, Margaret Stohl"
182,183,"Clockwork Angel (The Infernal Devices, #1)",,0,0,0,0,0,0,Cassandra Clare
183,184,Matilda,4.0,1,0,3,9,6,19,"Roald Dahl, Quentin Blake"
184,185,The Night Circus,,0,0,0,0,0,0,Erin Morgenstern
185,186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",3.7777777777777777,1,0,3,1,4,9,Philippa Gregory
186,187,"Uglies (Uglies, #1)",,0,0,0,0,0,0,Scott Westerfeld
187,188,"A Dance with Dragons (A Song of Ice and Fire, #5)",,0,0,0,0,0,0,George R.R. Martin
188,189,"The Lord of the Rings (The Lord of the Rings, #1-3)",4.636363636363637,0,0,0,4,7,11,J.R.R. Tolkien
189,190,Wild: From Lost to Found on the Pacific Crest Trail,,0,0,0,0,0,0,Cheryl Strayed
190,191,Watchmen,5.0,0,0,0,0,3,3,"Alan Moore, Dave Gibbons, John Higgins"
191,192,"The Name of the Wind (The Kingkiller Chronicle, #1)",,0,0,0,0,0,0,Patrick Rothfuss
192,193,Outliers: The Story of Success,,0,0,0,0,0,0,Malcolm Gladwell
193,194,"Moby-Dick or, The Whale",4.1,0,0,4,1,5,10,"Herman Melville, Andrew Delbanco, Tom Quirk"
194,195,The Guernsey Literary and Potato Peel Pie Society,,0,0,0,0,0,0,"Mary Ann Shaffer, Annie Barrows"
195,196,Fight Club,4.285714285714286,0,0,1,3,3,7,Chuck Palahniuk
196,197,"Dead Until Dark (Sookie Stackhouse, #1)",3.0,0,0,1,0,0,1,Charlaine Harris
197,198,The Color Purple,4.4,0,0,2,2,6,10,Alice Walker
198,199,Marley and Me: Life and Love With the World's Worst Dog,4.25,0,0,0,3,1,4,John Grogan
199,200,And Then There Were None,4.2,0,0,1,2,2,5,Agatha Christie
200,201,"The Lost Symbol (Robert Langdon, #3)",,0,0,0,0,0,0,Dan Brown
201,202,"Hush, Hush (Hush, Hush, #1)",,0,0,0,0,0,0,Becca Fitzpatrick
202,203,"Beautiful Disaster (Beautiful, #1)",,0,0,0,0,0,0,Jamie McGuire
203,204,A Christmas Carol,3.6666666666666665,0,1,1,3,1,6,Charles Dickens
204,205,"Interview with the Vampire (The Vampire Chronicles, #1)",3.625,0,1,2,4,1,8,Anne Rice
205,206,"The Selection (The Selection, #1)",,0,0,0,0,0,0,Kiera Cass
206,207,"One for the Money (Stephanie Plum, #1)",2.0,0,2,0,0,0,2,Janet Evanovich
207,208,The Immortal Life of Henrietta Lacks,,0,0,0,0,0,0,Rebecca Skloot
208,209,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.0,0,0,1,0,1,2,Thomas Harris
209,210,"Vampire Academy (Vampire Academy, #1)",,0,0,0,0,0,0,Richelle Mead
210,211,Blink: The Power of Thinking Without Thinking,3.076923076923077,0,4,5,3,1,13,Malcolm Gladwell
211,212,Atonement,4.125,0,1,1,2,4,8,Ian McEwan
212,213,The Metamorphosis,3.869565217391304,0,2,5,10,6,23,"Franz Kafka, Stanley Corngold"
213,214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",,0,0,0,0,0,0,Rick Riordan
214,215,Ready Player One,,0,0,0,0,0,0,Ernest Cline
215,216,The Art of Racing in the Rain,,0,0,0,0,0,0,Garth Stein
216,217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.6315789473684212,1,1,4,11,2,19,"Erik Larson, Tony Goldwyn"
217,218,"Bared to You (Crossfire, #1)",,0,0,0,0,0,0,Sylvia Day
218,219,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.3478260869565215,0,1,2,8,12,23,"C.S. Lewis, Pauline Baynes"
219,220,Twilight: The Complete Illustrated Movie Companion,,0,0,0,0,0,0,Mark Cotta Vaz
220,221,"A Child Called ""It"" (Dave Pelzer #1)",4.5,0,0,0,1,1,2,Dave Pelzer
221,222,"The Bourne Identity (Jason Bourne, #1)",3.5,0,0,1,1,0,2,Robert Ludlum
222,223,"Artemis Fowl (Artemis Fowl, #1)",3.0,0,0,1,0,0,1,Eoin Colfer
223,224,"Fallen (Fallen, #1)",,0,0,0,0,0,0,Lauren Kate
224,225,East of Eden,3.95,0,0,6,9,5,20,John Steinbeck
225,226,Dark Places,,0,0,0,0,0,0,Gillian Flynn
226,227,The Client,2.4,1,2,1,1,0,5,John Grisham
227,228,"The Nanny Diaries (Nanny, #1)",2.875,0,3,3,2,0,8,"Emma McLaughlin, Nicola Kraus"
228,229,Alice's Adventures in Wonderland & Through the Looking-Glass,4.0,0,0,1,1,1,3,"Lewis Carroll, John Tenniel, Martin Gardner"
229,230,Persuasion,4.333333333333333,0,0,1,4,4,9,"Jane Austen, James Kinsley, Deidre Shauna Lynch"
230,231,Sarah's Key,,0,0,0,0,0,0,Tatiana de Rosnay
231,232,"The Gunslinger (The Dark Tower, #1)",3.857142857142857,0,1,1,3,2,7,Stephen King
232,233,Love in the Time of Cholera,4.130434782608695,0,0,6,8,9,23,"Gabriel García Márquez, Edith Grossman"
233,234,Speak,,0,0,0,0,0,0,Laurie Halse Anderson
234,235,The Husband's Secret,,0,0,0,0,0,0,Liane Moriarty
235,236,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.0,0,0,1,3,1,5,Jon Krakauer
236,237,Carrie,4.333333333333333,0,0,0,4,2,6,Stephen King
237,238,Running with Scissors,3.32,1,4,8,10,2,25,Augusten Burroughs
238,239,World War Z: An Oral History of the Zombie War,3.5,0,1,0,0,1,2,Max Brooks
239,240,"Inferno (Robert Langdon, #4)",,0,0,0,0,0,0,Dan Brown
240,241,Number the Stars,4.166666666666667,0,0,2,1,3,6,Lois Lowry
241,242,"Along Came a Spider (Alex Cross, #1)",4.0,0,0,0,2,0,2,James Patterson
242,243,Misery,3.5,0,0,4,1,1,6,Stephen King
243,244,Sharp Objects,,0,0,0,0,0,0,Gillian Flynn
244,245,Bridge to Terabithia,4.416666666666667,0,0,1,5,6,12,Katherine Paterson
245,246,"Marked (House of Night, #1)",,0,0,0,0,0,0,"P.C. Cast, Kristin Cast"
246,247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,,0,0,0,0,0,0,Stephen R. Covey
247,248,A Midsummer Night's Dream,4.0,0,1,2,8,4,15,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey"
248,249,Extremely Loud and Incredibly Close,4.214285714285714,0,1,2,4,7,14,Jonathan Safran Foer
249,250,Wonder,,0,0,0,0,0,0,R.J. Palacio
250,251,The Cat in the Hat,4.0,0,0,1,2,1,4,Dr. Seuss
251,252,"Cinder (The Lunar Chronicles, #1)",,0,0,0,0,0,0,Marissa Meyer
252,253,"The Cuckoo's Calling (Cormoran Strike, #1)",,0,0,0,0,0,0,"Robert Galbraith, J.K. Rowling"
253,254,"Shiver (The Wolves of Mercy Falls, #1)",,0,0,0,0,0,0,Maggie Stiefvater
254,255,Atlas Shrugged,3.272727272727273,1,2,3,3,2,11,"Ayn Rand, Leonard Peikoff"
255,256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,,0,0,0,0,0,0,"Greg Mortenson, David Oliver Relin"
256,257,Alice in Wonderland,3.8,0,0,2,2,1,5,"Jane Carruth, Lewis Carroll, Rene Cloke"
257,258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",3.4444444444444446,0,2,3,2,2,9,"Carlos Ruiz Zafón, Lucia Graves"
258,259,"The Scorch Trials (Maze Runner, #2)",,0,0,0,0,0,0,James Dashner
259,260,How to Win Friends and Influence People,4.0,0,0,1,0,1,2,Dale Carnegie
260,261,Under the Tuscan Sun,,0,0,0,0,0,0,Frances Mayes
261,262,Big Little Lies,,0,0,0,0,0,0,Liane Moriarty
262,263,Ella Enchanted,,0,0,0,0,0,0,Gail Carson Levine
263,264,The Sun Also Rises,3.84,0,3,5,10,7,25,Ernest Hemingway
264,265,A Tree Grows in Brooklyn,4.4,0,0,1,4,5,10,Betty  Smith
265,266,"Kiss the Girls (Alex Cross, #2)",3.5,0,0,1,1,0,2,James Patterson
266,267,The Nightingale,,0,0,0,0,0,0,Kristin Hannah
267,268,Never Let Me Go,3.875,0,0,2,5,1,8,Kazuo Ishiguro
268,269,P.S. I Love You,2.0,0,1,0,0,0,1,Cecelia Ahern
269,270,Rebecca,3.4375,0,2,6,7,1,16,"Daphne du Maurier, Sally Beauman"
270,271,Flowers for Algernon,4.166666666666667,0,0,1,3,2,6,Daniel Keyes
271,272,Like Water for Chocolate,4.0,0,0,1,5,1,7,"Laura Esquivel, Thomas  Christensen, Carol Christensen"
272,273,Snow Flower and the Secret Fan,3.8,0,0,2,2,1,5,Lisa See
273,274,The Godfather,4.75,0,0,0,1,3,4,"Mario Puzo, Robert Thompson, Peter Bart"
274,275,An Abundance of Katherines,,0,0,0,0,0,0,John Green
275,276,Foundation (Foundation #1),4.5,0,0,0,1,1,2,Isaac Asimov
276,277,The Ocean at the End of the Lane,,0,0,0,0,0,0,Neil Gaiman
277,278,A Light in the Attic,3.6923076923076925,0,0,7,3,3,13,Shel Silverstein
278,279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",,0,0,0,0,0,0,"John Tiffany, Jack Thorne, J.K. Rowling"
279,280,"Delirium (Delirium, #1)",,0,0,0,0,0,0,Lauren Oliver
280,281,The Pelican Brief,3.2,0,1,2,2,0,5,John Grisham
281,282,Coraline,3.75,0,2,1,2,3,8,Neil Gaiman
282,283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.6,0,0,0,2,3,5,"Terry Pratchett, Neil Gaiman"
283,284,On the Road,3.7333333333333334,2,1,1,6,5,15,Jack Kerouac
284,285,"The Rosie Project (Don Tillman, #1)",,0,0,0,0,0,0,Graeme Simsion
285,286,The Lucky One,,0,0,0,0,0,0,Nicholas Sparks
286,287,The Fountainhead,3.625,2,1,8,6,7,24,"Ayn Rand, Leonard Peikoff"
